Core_1,Core_2,Message_Size,Latency
2,15,1024,1.36
2,15,2048,1.67
2,15,4096,2.47
2,15,8192,3.75
2,15,16384,5.79
2,15,32768,9.79
2,15,65536,17.74
2,15,131072,33.57
2,15,262144,18.18
2,15,524288,33.43
2,15,1048576,69.82
2,16,1,0.43
2,16,2,0.42
2,16,4,0.41
2,16,8,0.41
2,16,16,0.41
2,16,32,0.61
2,16,64,0.54
2,16,128,0.93
2,16,256,0.99
2,16,512,1.2
2,16,1024,1.36
2,16,2048,1.66
2,16,4096,2.45
2,16,8192,3.72
2,16,16384,5.77
2,16,32768,9.75
2,16,65536,17.66
2,16,131072,33.46
2,16,262144,18.09
2,16,524288,33.2
2,16,1048576,67.88
2,17,1,0.47
2,17,2,0.45
2,17,4,0.43
2,17,8,0.42
2,17,16,0.41
2,17,32,0.56
2,17,64,0.55
2,17,128,0.94
2,17,256,1.05
2,17,512,1.23
2,17,1024,1.45
2,17,2048,1.97
2,17,4096,2.77
2,17,8192,4.3
2,17,16384,7.0
2,17,32768,11.89
2,17,65536,21.76
2,17,131072,40.95
2,17,262144,18.05
2,17,524288,32.57
2,17,1048576,68.78
2,18,1,0.47
2,18,2,0.45
2,18,4,0.44
2,18,8,0.42
2,18,16,0.41
2,18,32,0.56
2,18,64,0.55
2,18,128,0.96
2,18,256,1.05
2,18,512,1.23
2,18,1024,1.46
2,18,2048,1.99
2,18,4096,2.77
2,18,8192,4.35
2,18,16384,7.12
2,18,32768,12.16
2,18,65536,22.25
2,18,131072,42.28
2,18,262144,18.1
2,18,524288,33.21
2,18,1048576,69.06
2,19,1,0.44
2,19,2,0.43
2,19,4,0.42
2,19,8,0.41
2,19,16,0.4
2,19,32,0.56
2,19,64,0.56
2,19,128,1.0
2,19,256,1.09
2,19,512,1.27
2,19,1024,1.47
2,19,2048,1.99
2,19,4096,2.81
2,19,8192,4.36
2,19,16384,7.14
2,19,32768,12.14
2,19,65536,22.21
2,19,131072,42.16
2,19,262144,18.2
2,19,524288,33.36
2,19,1048576,68.34
2,20,1,0.43
2,20,2,0.41
2,20,4,0.4
2,20,8,0.4
2,20,16,0.4
2,20,32,0.57
2,20,64,0.52
2,20,128,0.88
2,20,256,0.98
2,20,512,1.16
2,20,1024,1.36
2,20,2048,1.67
2,20,4096,2.48
2,20,8192,3.74
2,20,16384,5.76
2,20,32768,9.81
2,20,65536,17.74
2,20,131072,33.61
2,20,262144,18.39
2,20,524288,33.56
2,20,1048576,69.11
2,21,1,0.41
2,21,2,0.41
2,21,4,0.41
2,21,8,0.41
2,21,16,0.41
2,21,32,0.63
2,21,64,0.55
2,21,128,0.88
2,21,256,0.99
2,21,512,1.18
2,21,1024,1.35
2,21,2048,1.67
2,21,4096,2.46
2,21,8192,3.74
2,21,16384,5.83
2,21,32768,9.78
2,21,65536,17.74
2,21,131072,33.62
2,21,262144,18.17
2,21,524288,33.41
2,21,1048576,68.83
2,22,1,0.43
2,22,2,0.42
2,22,4,0.41
2,22,8,0.4
2,22,16,0.4
2,22,32,0.56
2,22,64,0.55
2,22,128,0.97
2,22,256,1.08
2,22,512,1.26
2,22,1024,1.45
2,22,2048,1.97
2,22,4096,2.76
2,22,8192,4.31
2,22,16384,7.02
2,22,32768,11.98
2,22,65536,21.86
2,22,131072,41.78
2,22,262144,18.44
2,22,524288,33.0
2,22,1048576,69.05
2,23,1,0.47
2,23,2,0.46
2,23,4,0.44
2,23,8,0.42
2,23,16,0.41
2,23,32,0.56
2,23,64,0.54
2,23,128,0.95
2,23,256,1.05
2,23,512,1.24
2,23,1024,1.45
2,23,2048,1.98
2,23,4096,2.76
2,23,8192,4.32
2,23,16384,7.07
2,23,32768,12.05
2,23,65536,21.95
2,23,131072,41.62
2,23,262144,18.04
2,23,524288,32.94
2,23,1048576,68.91
3,4,1,0.21
3,4,2,0.19
3,4,4,0.19
3,4,8,0.19
3,4,16,0.19
3,4,32,0.23
3,4,64,0.23
3,4,128,0.34
3,4,256,0.38
3,4,512,0.44
3,4,1024,0.54
3,4,2048,0.75
3,4,4096,1.2
3,4,8192,2.03
3,4,16384,3.14
3,4,32768,4.94
3,4,65536,8.36
3,4,131072,14.89
3,4,262144,17.28
3,4,524288,32.23
3,4,1048576,68.2
3,5,1,0.19
3,5,2,0.19
3,5,4,0.19
3,5,8,0.19
3,5,16,0.19
3,5,32,0.24
3,5,64,0.24
3,5,128,0.33
3,5,256,0.37
3,5,512,0.44
3,5,1024,0.54
3,5,2048,0.76
3,5,4096,1.2
3,5,8192,2.03
3,5,16384,3.14
3,5,32768,4.94
3,5,65536,8.34
3,5,131072,14.9
3,5,262144,17.11
3,5,524288,32.17
3,5,1048576,67.56
3,6,1,0.2
3,6,2,0.19
3,6,4,0.2
3,6,8,0.19
3,6,16,0.2
3,6,32,0.23
3,6,64,0.23
3,6,128,0.33
3,6,256,0.38
3,6,512,0.45
3,6,1024,0.55
3,6,2048,0.76
3,6,4096,1.21
3,6,8192,2.04
3,6,16384,3.16
3,6,32768,4.98
3,6,65536,8.42
3,6,131072,15.02
3,6,262144,17.34
3,6,524288,32.62
3,6,1048576,68.26
3,7,1,0.2
3,7,2,0.2
3,7,4,0.19
3,7,8,0.19
3,7,16,0.19
3,7,32,0.24
3,7,64,0.24
3,7,128,0.34
3,7,256,0.37
3,7,512,0.45
3,7,1024,0.55
3,7,2048,0.77
3,7,4096,1.21
3,7,8192,2.05
3,7,16384,3.17
3,7,32768,4.99
3,7,65536,8.44
3,7,131072,15.11
3,7,262144,17.39
3,7,524288,32.69
3,7,1048576,68.87
3,8,1,0.2
3,8,2,0.19
3,8,4,0.19
3,8,8,0.19
3,8,16,0.19
3,8,32,0.24
3,8,64,0.23
3,8,128,0.32
3,8,256,0.37
3,8,512,0.44
3,8,1024,0.54
3,8,2048,0.75
3,8,4096,1.2
3,8,8192,2.04
3,8,16384,3.22
3,8,32768,4.96
3,8,65536,8.43
3,8,131072,15.05
3,8,262144,17.52
3,8,524288,32.91
3,8,1048576,69.28
3,9,1,0.21
3,9,2,0.21
3,9,4,0.21
3,9,8,0.21
3,9,16,0.2
3,9,32,0.25
3,9,64,0.24
3,9,128,0.34
3,9,256,0.37
3,9,512,0.44
3,9,1024,0.53
3,9,2048,0.75
3,9,4096,1.2
3,9,8192,2.05
3,9,16384,3.16
3,9,32768,4.97
3,9,65536,8.41
3,9,131072,14.99
3,9,262144,17.27
3,9,524288,32.41
3,9,1048576,68.14
3,10,1,0.19
3,10,2,0.19
3,10,4,0.19
3,10,8,0.19
3,10,16,0.19
3,10,32,0.23
3,10,64,0.23
3,10,128,0.33
3,10,256,0.37
3,10,512,0.44
3,10,1024,0.54
3,10,2048,0.75
3,10,4096,1.19
3,10,8192,2.03
3,10,16384,3.12
3,10,32768,4.95
3,10,65536,8.34
3,10,131072,14.89
3,10,262144,17.03
3,10,524288,32.11
3,10,1048576,68.07
3,11,1,0.2
3,11,2,0.2
3,11,4,0.19
3,11,8,0.19
3,11,16,0.19
3,11,32,0.24
3,11,64,0.24
3,11,128,0.33
3,11,256,0.37
3,11,512,0.43
3,11,1024,0.55
3,11,2048,0.75
3,11,4096,1.21
3,11,8192,2.05
3,11,16384,3.18
3,11,32768,5.06
3,11,65536,8.61
3,11,131072,15.38
3,11,262144,17.32
3,11,524288,32.33
3,11,1048576,67.73
3,12,1,0.46
3,12,2,0.45
3,12,4,0.43
3,12,8,0.42
3,12,16,0.41
3,12,32,0.56
3,12,64,0.55
3,12,128,0.96
3,12,256,1.04
3,12,512,1.23
3,12,1024,1.46
3,12,2048,2.0
3,12,4096,2.81
3,12,8192,4.37
3,12,16384,7.12
3,12,32768,12.1
3,12,65536,21.99
3,12,131072,41.77
3,12,262144,18.3
3,12,524288,33.85
3,12,1048576,69.93
3,13,1,0.41
3,13,2,0.41
3,13,4,0.41
3,13,8,0.41
3,13,16,0.41
3,13,32,0.6
3,13,64,0.53
3,13,128,0.92
3,13,256,0.97
3,13,512,1.18
3,13,1024,1.38
3,13,2048,1.69
3,13,4096,2.48
3,13,8192,3.79
3,13,16384,5.86
3,13,32768,9.87
3,13,65536,17.87
3,13,131072,33.96
3,13,262144,18.42
3,13,524288,33.73
3,13,1048576,68.48
3,14,1,0.4
3,14,2,0.4
3,14,4,0.41
3,14,8,0.4
3,14,16,0.41
3,14,32,0.59
3,14,64,0.53
3,14,128,0.88
3,14,256,1.01
3,14,512,1.2
3,14,1024,1.37
3,14,2048,1.68
3,14,4096,2.46
3,14,8192,3.75
3,14,16384,5.8
3,14,32768,9.86
3,14,65536,17.85
3,14,131072,33.89
3,14,262144,18.43
3,14,524288,33.73
3,14,1048576,70.96
3,15,1,0.46
3,15,2,0.45
3,15,4,0.43
3,15,8,0.42
3,15,16,0.41
3,15,32,0.56
3,15,64,0.54
3,15,128,0.96
3,15,256,1.03
3,15,512,1.26
3,15,1024,1.46
3,15,2048,2.01
3,15,4096,2.83
3,15,8192,4.36
3,15,16384,7.12
3,15,32768,12.19
3,15,65536,22.23
3,15,131072,42.06
3,15,262144,18.74
3,15,524288,34.28
3,15,1048576,71.15
3,16,1,0.51
3,16,2,0.47
3,16,4,0.45
3,16,8,0.43
3,16,16,0.42
3,16,32,0.57
3,16,64,0.56
3,16,128,0.96
3,16,256,1.08
3,16,512,1.23
3,16,1024,10.97
3,16,2048,1.81
3,16,4096,2.67
3,16,8192,3.94
3,16,16384,6.1
3,16,32768,10.36
3,16,65536,18.88
3,16,131072,35.84
3,16,262144,18.19
3,16,524288,33.5
3,16,1048576,70.15
3,17,1,0.47
3,17,2,0.46
3,17,4,0.45
3,17,8,0.43
3,17,16,0.42
3,17,32,0.56
3,17,64,0.54
3,17,128,1.0
3,17,256,1.05
3,17,512,1.24
3,17,1024,1.46
3,17,2048,1.99
3,17,4096,2.82
3,17,8192,4.35
3,17,16384,7.11
3,17,32768,12.13
3,17,65536,22.05
3,17,131072,41.99
3,17,262144,17.93
3,17,524288,32.91
3,17,1048576,69.52
3,18,1,0.49
3,18,2,0.46
3,18,4,0.44
3,18,8,0.42
3,18,16,0.41
3,18,32,0.58
3,18,64,0.55
3,18,128,0.95
3,18,256,1.0
3,18,512,1.24
3,18,1024,1.47
3,18,2048,1.99
3,18,4096,2.8
3,18,8192,4.37
3,18,16384,7.14
3,18,32768,12.15
3,18,65536,22.14
3,18,131072,42.29
3,18,262144,18.44
3,18,524288,33.57
3,18,1048576,69.16
3,19,1,0.49
3,19,2,0.46
3,19,4,0.44
3,19,8,0.42
3,19,16,0.42
3,19,32,0.56
3,19,64,0.55
3,19,128,0.95
3,19,256,1.04
3,19,512,1.23
3,19,1024,1.47
3,19,2048,2.0
3,19,4096,2.84
3,19,8192,4.36
3,19,16384,7.09
3,19,32768,12.06
3,19,65536,22.0
3,19,131072,41.7
3,19,262144,18.65
3,19,524288,33.94
3,19,1048576,70.56
3,20,1,0.41
3,20,2,0.39
3,20,4,0.4
3,20,8,0.39
3,20,16,0.4
3,20,32,0.56
3,20,64,0.52
3,20,128,0.88
3,20,256,0.96
3,20,512,1.15
3,20,1024,1.35
3,20,2048,1.67
3,20,4096,2.47
3,20,8192,3.74
3,20,16384,5.78
3,20,32768,9.78
3,20,65536,17.74
3,20,131072,33.66
3,20,262144,18.45
3,20,524288,33.83
3,20,1048576,70.6
3,21,1,0.41
3,21,2,0.41
3,21,4,0.41
3,21,8,0.41
3,21,16,0.41
3,21,32,0.59
3,21,64,0.53
3,21,128,0.96
3,21,256,1.05
3,21,512,1.23
3,21,1024,1.37
3,21,2048,1.69
3,21,4096,2.48
3,21,8192,3.78
3,21,16384,5.83
3,21,32768,9.85
3,21,65536,17.85
3,21,131072,34.0
3,21,262144,18.15
3,21,524288,33.76
3,21,1048576,69.36
3,22,1,0.49
3,22,2,0.47
3,22,4,0.45
3,22,8,0.43
3,22,16,0.42
3,22,32,0.57
3,22,64,0.55
3,22,128,0.95
3,22,256,1.05
3,22,512,1.24
3,22,1024,1.63
3,22,2048,1.99
3,22,4096,2.8
3,22,8192,4.34
3,22,16384,7.11
3,22,32768,12.11
3,22,65536,22.12
3,22,131072,42.11
3,22,262144,17.92
3,22,524288,33.13
3,22,1048576,69.42
3,23,1,0.44
3,23,2,0.44
3,23,4,0.43
3,23,8,0.41
3,23,16,0.41
3,23,32,0.58
3,23,64,0.55
3,23,128,0.94
3,23,256,1.04
3,23,512,1.25
3,23,1024,1.46
3,23,2048,1.99
3,23,4096,2.8
3,23,8192,4.36
3,23,16384,7.12
3,23,32768,12.12
3,23,65536,22.14
3,23,131072,42.12
3,23,262144,18.14
3,23,524288,33.16
3,23,1048576,68.12
4,5,1,0.21
4,5,2,0.2
4,5,4,0.2
4,5,8,0.19
4,5,16,0.19
4,5,32,0.23
4,5,64,0.23
4,5,128,0.33
4,5,256,0.37
4,5,512,0.42
4,5,1024,0.54
4,5,2048,0.75
4,5,4096,1.19
4,5,8192,2.02
4,5,16384,3.13
4,5,32768,4.89
4,5,65536,8.24
4,5,131072,14.7
4,5,262144,17.04
4,5,524288,31.9
4,5,1048576,66.84
4,6,1,0.19
4,6,2,0.19
4,6,4,0.19
4,6,8,0.19
4,6,16,0.19
4,6,32,0.23
4,6,64,0.22
4,6,128,0.33
4,6,256,0.37
4,6,512,0.44
4,6,1024,0.54
4,6,2048,0.74
4,6,4096,1.19
4,6,8192,2.02
4,6,16384,3.19
4,6,32768,4.93
4,6,65536,8.33
4,6,131072,14.82
4,6,262144,17.14
4,6,524288,32.3
4,6,1048576,66.27
4,7,1,0.23
4,7,2,0.23
4,7,4,0.23
4,7,8,0.22
4,7,16,0.21
4,7,32,0.25
4,7,64,0.24
4,7,128,0.33
4,7,256,0.36
4,7,512,0.43
4,7,1024,0.54
4,7,2048,0.75
4,7,4096,1.19
4,7,8192,2.03
4,7,16384,3.17
4,7,32768,5.08
4,7,65536,8.57
4,7,131072,15.28
4,7,262144,17.14
4,7,524288,32.24
4,7,1048576,68.52
4,8,1,0.19
4,8,2,0.19
4,8,4,0.19
4,8,8,0.19
4,8,16,0.19
4,8,32,0.23
4,8,64,0.23
4,8,128,0.31
4,8,256,0.35
4,8,512,0.42
4,8,1024,0.54
4,8,2048,0.75
4,8,4096,1.2
4,8,8192,2.02
4,8,16384,3.15
4,8,32768,5.04
4,8,65536,8.38
4,8,131072,14.95
4,8,262144,17.33
4,8,524288,32.31
4,8,1048576,66.72
4,9,1,0.19
4,9,2,0.19
4,9,4,0.19
4,9,8,0.19
4,9,16,0.19
4,9,32,0.23
4,9,64,0.23
4,9,128,0.34
4,9,256,0.38
4,9,512,0.44
4,9,1024,0.54
4,9,2048,0.75
4,9,4096,1.2
4,9,8192,2.02
4,9,16384,3.13
4,9,32768,4.92
4,9,65536,8.31
4,9,131072,14.77
4,9,262144,17.19
4,9,524288,32.26
4,9,1048576,67.16
4,10,1,0.19
4,10,2,0.19
4,10,4,0.19
4,10,8,0.19
4,10,16,0.18
4,10,32,0.22
4,10,64,0.22
4,10,128,0.32
4,10,256,0.37
4,10,512,0.43
4,10,1024,0.54
4,10,2048,0.74
4,10,4096,1.19
4,10,8192,2.02
4,10,16384,3.13
4,10,32768,4.9
4,10,65536,8.26
4,10,131072,14.7
4,10,262144,17.03
4,10,524288,31.76
4,10,1048576,66.28
4,11,1,0.2
4,11,2,0.19
4,11,4,0.19
4,11,8,0.19
4,11,16,0.19
4,11,32,0.22
4,11,64,0.22
4,11,128,0.32
4,11,256,0.35
4,11,512,0.42
4,11,1024,0.53
4,11,2048,0.74
4,11,4096,1.19
4,11,8192,2.0
4,11,16384,3.13
4,11,32768,4.94
4,11,65536,8.32
4,11,131072,14.84
4,11,262144,17.19
4,11,524288,32.04
4,11,1048576,66.24
4,12,1,0.45
4,12,2,0.45
4,12,4,0.43
4,12,8,0.41
4,12,16,0.41
4,12,32,0.56
4,12,64,0.55
4,12,128,0.99
4,12,256,1.05
4,12,512,1.27
4,12,1024,1.46
4,12,2048,1.99
4,12,4096,2.76
4,12,8192,4.34
4,12,16384,7.12
4,12,32768,12.15
4,12,65536,22.18
4,12,131072,42.39
4,12,262144,18.2
4,12,524288,33.48
4,12,1048576,69.37
4,13,1,0.44
4,13,2,0.41
4,13,4,0.41
4,13,8,0.41
4,13,16,0.41
4,13,32,0.55
4,13,64,0.52
4,13,128,0.93
4,13,256,1.02
4,13,512,1.22
4,13,1024,1.37
4,13,2048,1.68
4,13,4096,2.45
4,13,8192,3.73
4,13,16384,5.74
4,13,32768,9.74
4,13,65536,17.64
4,13,131072,33.59
4,13,262144,18.55
4,13,524288,33.3
4,13,1048576,68.62
4,14,1,0.41
4,14,2,0.41
4,14,4,0.4
4,14,8,0.4
4,14,16,0.4
4,14,32,0.56
4,14,64,0.55
4,14,128,0.94
4,14,256,1.06
4,14,512,1.25
4,14,1024,1.46
4,14,2048,1.98
4,14,4096,2.77
4,14,8192,4.33
4,14,16384,7.09
4,14,32768,12.11
4,14,65536,21.98
4,14,131072,41.77
4,14,262144,18.18
4,14,524288,33.5
4,14,1048576,70.19
4,15,1,0.41
4,15,2,0.41
4,15,4,0.41
4,15,8,0.41
4,15,16,0.41
4,15,32,0.59
4,15,64,0.53
4,15,128,0.93
4,15,256,1.0
4,15,512,1.18
4,15,1024,1.36
4,15,2048,1.68
4,15,4096,2.47
4,15,8192,3.75
4,15,16384,5.79
4,15,32768,9.79
4,15,65536,17.73
4,15,131072,33.76
4,15,262144,18.15
4,15,524288,33.47
4,15,1048576,68.8
4,16,1,0.43
4,16,2,0.41
4,16,4,0.41
4,16,8,0.4
4,16,16,0.4
4,16,32,0.55
4,16,64,0.54
4,16,128,0.98
4,16,256,1.07
4,16,512,1.26
4,16,1024,1.46
4,16,2048,1.98
4,16,4096,2.76
4,16,8192,4.33
4,16,16384,7.07
4,16,32768,12.01
4,16,65536,21.95
4,16,131072,41.2
4,16,262144,17.86
4,16,524288,32.86
4,16,1048576,67.81
4,17,1,0.41
4,17,2,0.4
4,17,4,0.4
4,17,8,0.4
4,17,16,0.4
4,17,32,0.58
4,17,64,0.52
4,17,128,0.9
4,17,256,0.99
4,17,512,1.18
4,17,1024,1.35
4,17,2048,1.66
4,17,4096,2.46
4,17,8192,3.72
4,17,16384,5.73
4,17,32768,9.75
4,17,65536,17.61
4,17,131072,33.52
4,17,262144,18.07
4,17,524288,32.98
4,17,1048576,69.41
4,18,1,0.47
4,18,2,0.45
4,18,4,0.43
4,18,8,0.41
4,18,16,0.41
4,18,32,0.57
4,18,64,0.55
4,18,128,0.97
4,18,256,1.08
4,18,512,1.22
4,18,1024,1.45
4,18,2048,1.99
4,18,4096,2.77
4,18,8192,4.31
4,18,16384,7.04
4,18,32768,11.99
4,18,65536,21.88
4,18,131072,41.73
4,18,262144,18.18
4,18,524288,33.61
4,18,1048576,70.39
4,19,1,0.47
4,19,2,0.47
4,19,4,0.44
4,19,8,0.43
4,19,16,0.42
4,19,32,0.57
4,19,64,0.56
4,19,128,0.96
4,19,256,1.07
4,19,512,1.27
4,19,1024,1.46
4,19,2048,2.01
4,19,4096,2.82
4,19,8192,4.36
4,19,16384,7.14
4,19,32768,12.15
4,19,65536,22.24
4,19,131072,42.41
4,19,262144,18.38
4,19,524288,33.68
4,19,1048576,68.74
4,20,1,0.46
4,20,2,0.45
4,20,4,0.43
4,20,8,0.42
4,20,16,0.42
4,20,32,0.59
4,20,64,0.54
4,20,128,0.87
4,20,256,0.98
4,20,512,1.18
4,20,1024,1.36
4,20,2048,1.67
4,20,4096,2.47
4,20,8192,3.73
4,20,16384,5.76
4,20,32768,9.82
4,20,65536,17.62
4,20,131072,33.52
4,20,262144,18.4
4,20,524288,33.48
4,20,1048576,68.44
4,21,1,0.49
4,21,2,0.47
4,21,4,0.44
4,21,8,0.42
4,21,16,0.41
4,21,32,0.57
4,21,64,0.55
4,21,128,1.01
4,21,256,1.08
4,21,512,1.25
4,21,1024,1.45
4,21,2048,2.0
4,21,4096,2.8
4,21,8192,4.41
4,21,16384,7.07
4,21,32768,12.02
4,21,65536,21.72
4,21,131072,40.71
4,21,262144,18.16
4,21,524288,33.28
4,21,1048576,69.26
4,22,1,0.43
4,22,2,0.42
4,22,4,0.42
4,22,8,0.4
4,22,16,0.41
4,22,32,0.56
4,22,64,0.54
4,22,128,0.98
4,22,256,1.08
4,22,512,1.25
4,22,1024,1.44
4,22,2048,1.97
4,22,4096,2.77
4,22,8192,4.31
4,22,16384,7.04
4,22,32768,12.02
4,22,65536,21.88
4,22,131072,41.48
4,22,262144,17.85
4,22,524288,32.76
4,22,1048576,69.77
4,23,1,0.46
4,23,2,0.45
4,23,4,0.43
4,23,8,0.41
4,23,16,0.41
4,23,32,0.56
4,23,64,0.55
4,23,128,0.93
4,23,256,1.04
4,23,512,1.23
4,23,1024,1.44
4,23,2048,1.99
4,23,4096,2.76
4,23,8192,4.31
4,23,16384,7.02
4,23,32768,11.98
4,23,65536,21.85
4,23,131072,41.11
4,23,262144,17.94
4,23,524288,33.03
4,23,1048576,69.57
5,6,1,0.21
5,6,2,0.2
5,6,4,0.2
5,6,8,0.19
5,6,16,0.19
5,6,32,0.23
5,6,64,0.23
5,6,128,0.31
5,6,256,0.35
5,6,512,0.43
5,6,1024,0.53
5,6,2048,0.74
5,6,4096,1.19
5,6,8192,2.01
5,6,16384,3.13
5,6,32768,4.91
5,6,65536,8.27
5,6,131072,14.75
5,6,262144,17.04
5,6,524288,31.77
5,6,1048576,67.26
5,7,1,0.22
5,7,2,0.22
5,7,4,0.21
5,7,8,0.2
5,7,16,0.19
5,7,32,0.23
5,7,64,0.23
5,7,128,0.32
5,7,256,0.36
5,7,512,0.43
5,7,1024,0.54
5,7,2048,0.75
5,7,4096,1.2
5,7,8192,2.01
5,7,16384,3.12
5,7,32768,4.93
5,7,65536,8.32
5,7,131072,14.82
5,7,262144,17.02
5,7,524288,32.01
5,7,1048576,67.99
5,8,1,0.19
5,8,2,0.19
5,8,4,0.19
5,8,8,0.19
5,8,16,0.19
5,8,32,0.23
5,8,64,0.23
5,8,128,0.32
5,8,256,0.36
5,8,512,0.41
5,8,1024,0.54
5,8,2048,0.74
5,8,4096,1.19
5,8,8192,2.02
5,8,16384,3.13
5,8,32768,4.94
5,8,65536,8.33
5,8,131072,14.92
5,8,262144,17.16
5,8,524288,32.45
5,8,1048576,67.97
5,9,1,0.19
5,9,2,0.19
5,9,4,0.19
5,9,8,0.19
5,9,16,0.19
5,9,32,0.24
5,9,64,0.23
5,9,128,0.33
5,9,256,0.37
5,9,512,0.42
5,9,1024,0.53
5,9,2048,0.75
5,9,4096,1.2
5,9,8192,2.02
5,9,16384,3.13
5,9,32768,4.91
5,9,65536,8.28
5,9,131072,14.74
5,9,262144,17.24
5,9,524288,31.97
5,9,1048576,68.6
5,10,1,0.22
5,10,2,0.22
5,10,4,0.22
5,10,8,0.21
5,10,16,0.21
5,10,32,0.25
5,10,64,0.24
5,10,128,0.32
5,10,256,0.35
5,10,512,0.41
5,10,1024,0.53
5,10,2048,0.74
5,10,4096,1.19
5,10,8192,2.02
5,10,16384,3.15
5,10,32768,4.99
5,10,65536,8.46
5,10,131072,15.06
5,10,262144,16.9
5,10,524288,31.76
5,10,1048576,67.27
5,11,1,0.2
5,11,2,0.2
5,11,4,0.2
5,11,8,0.2
5,11,16,0.19
5,11,32,0.23
5,11,64,0.22
5,11,128,0.31
5,11,256,0.34
5,11,512,0.43
5,11,1024,0.53
5,11,2048,0.74
5,11,4096,1.19
5,11,8192,2.01
5,11,16384,3.11
5,11,32768,4.89
5,11,65536,8.25
5,11,131072,14.73
5,11,262144,16.82
5,11,524288,31.94
5,11,1048576,68.92
5,12,1,0.47
5,12,2,0.45
5,12,4,0.43
5,12,8,0.42
5,12,16,0.42
5,12,32,0.57
5,12,64,0.54
5,12,128,0.99
5,12,256,1.05
5,12,512,1.28
5,12,1024,1.46
5,12,2048,1.99
5,12,4096,2.79
5,12,8192,4.33
5,12,16384,7.11
5,12,32768,12.19
5,12,65536,22.14
5,12,131072,42.31
5,12,262144,18.12
5,12,524288,33.29
5,12,1048576,69.3
5,13,1,0.42
5,13,2,0.4
5,13,4,0.41
5,13,8,0.4
5,13,16,0.4
5,13,32,0.58
5,13,64,0.56
5,13,128,0.96
5,13,256,1.07
5,13,512,1.28
5,13,1024,1.46
5,13,2048,2.0
5,13,4096,2.81
5,13,8192,4.34
5,13,16384,7.12
5,13,32768,12.09
5,13,65536,22.03
5,13,131072,41.39
5,13,262144,17.96
5,13,524288,33.29
5,13,1048576,68.46
5,14,1,0.43
5,14,2,0.42
5,14,4,0.41
5,14,8,0.4
5,14,16,0.4
5,14,32,0.56
5,14,64,0.55
5,14,128,0.95
5,14,256,1.05
5,14,512,1.23
5,14,1024,1.45
5,14,2048,1.98
5,14,4096,2.78
5,14,8192,4.33
5,14,16384,7.07
5,14,32768,12.02
5,14,65536,21.92
5,14,131072,41.71
5,14,262144,18.0
5,14,524288,33.15
5,14,1048576,68.79
5,15,1,0.44
5,15,2,0.42
5,15,4,0.42
5,15,8,0.41
