Core 1,Core 2,Message Size,Latency
0,0,1,3967.28
0,0,2,3949.78
0,0,4,4109.33
0,0,8,4046.33
0,0,16,4060.73
0,0,32,4134.48
0,0,64,4130.68
0,0,128,4017.03
0,0,256,4092.43
0,0,512,3950.83
0,0,1024,4080.28
0,0,2048,4066.48
0,0,4096,4103.63
0,0,8192,4039.93
0,0,16384,3934.47
0,0,32768,3933.98
0,0,65536,4181.0
0,0,131072,4290.98
0,0,262144,4007.48
0,0,524288,4258.97
0,0,1048576,4092.95
0,1,1,0.2
0,1,2,0.19
0,1,4,0.19
0,1,8,0.19
0,1,16,0.19
0,1,32,0.23
0,1,64,0.23
0,1,128,0.34
0,1,256,0.38
0,1,512,0.45
0,1,1024,0.55
0,1,2048,0.76
0,1,4096,1.22
0,1,8192,2.05
0,1,16384,3.18
0,1,32768,5.16
0,1,65536,8.72
0,1,131072,15.63
0,1,262144,17.41
0,1,524288,32.69
0,1,1048576,67.77
0,2,1,0.22
0,2,2,0.2
0,2,4,0.2
0,2,8,0.2
0,2,16,0.19
0,2,32,0.24
0,2,64,0.23
0,2,128,0.32
0,2,256,0.37
0,2,512,0.44
0,2,1024,0.54
0,2,2048,0.75
0,2,4096,1.2
0,2,8192,2.04
0,2,16384,3.17
0,2,32768,5.01
0,2,65536,8.45
0,2,131072,15.12
0,2,262144,17.32
0,2,524288,32.38
0,2,1048576,68.13
0,3,1,0.19
0,3,2,0.19
0,3,4,0.19
0,3,8,0.19
0,3,16,0.19
0,3,32,0.24
0,3,64,0.23
0,3,128,0.34
0,3,256,0.38
0,3,512,0.45
0,3,1024,0.55
0,3,2048,0.76
0,3,4096,1.21
0,3,8192,2.05
0,3,16384,3.16
0,3,32768,5.02
0,3,65536,8.54
0,3,131072,15.24
0,3,262144,17.42
0,3,524288,32.72
0,3,1048576,68.39
0,4,1,0.24
0,4,2,0.24
0,4,4,0.23
0,4,8,0.23
0,4,16,0.22
0,4,32,0.26
0,4,64,0.24
0,4,128,0.34
0,4,256,0.38
0,4,512,0.44
0,4,1024,0.54
0,4,2048,0.75
0,4,4096,1.2
0,4,8192,2.04
0,4,16384,3.14
0,4,32768,4.97
0,4,65536,8.42
0,4,131072,15.0
0,4,262144,17.27
0,4,524288,32.34
0,4,1048576,68.68
0,5,1,0.22
0,5,2,0.21
0,5,4,0.2
0,5,8,0.2
0,5,16,0.19
0,5,32,0.24
0,5,64,0.23
0,5,128,0.33
0,5,256,0.36
0,5,512,0.44
0,5,1024,0.54
0,5,2048,0.75
0,5,4096,1.2
0,5,8192,2.04
0,5,16384,3.18
0,5,32768,5.07
0,5,65536,8.65
0,5,131072,15.44
0,5,262144,17.03
0,5,524288,32.28
0,5,1048576,72.51
0,6,1,0.21
0,6,2,0.2
0,6,4,0.2
0,6,8,0.2
0,6,16,0.19
0,6,32,0.23
0,6,64,0.23
0,6,128,0.34
0,6,256,0.39
0,6,512,0.45
0,6,1024,0.55
0,6,2048,0.76
0,6,4096,1.21
0,6,8192,2.04
0,6,16384,3.15
0,6,32768,5.0
0,6,65536,8.46
0,6,131072,15.21
0,6,262144,17.5
0,6,524288,32.93
0,6,1048576,70.59
0,7,1,0.2
0,7,2,0.2
0,7,4,0.2
0,7,8,0.2
0,7,16,0.2
0,7,32,0.25
0,7,64,0.24
0,7,128,0.34
0,7,256,0.39
0,7,512,0.45
0,7,1024,0.55
0,7,2048,0.76
0,7,4096,1.21
0,7,8192,2.05
0,7,16384,3.18
0,7,32768,5.0
0,7,65536,8.47
0,7,131072,15.17
0,7,262144,17.32
0,7,524288,32.57
0,7,1048576,69.24
0,8,1,0.21
0,8,2,0.21
0,8,4,0.2
0,8,8,0.2
0,8,16,0.2
0,8,32,0.24
0,8,64,0.23
0,8,128,0.33
0,8,256,0.37
0,8,512,0.45
0,8,1024,0.54
0,8,2048,0.76
0,8,4096,1.21
0,8,8192,2.03
0,8,16384,3.18
0,8,32768,5.02
0,8,65536,8.53
0,8,131072,15.24
0,8,262144,17.31
0,8,524288,32.75
0,8,1048576,67.76
0,9,1,0.25
0,9,2,0.23
0,9,4,0.23
0,9,8,0.22
0,9,16,0.21
0,9,32,0.25
0,9,64,0.24
0,9,128,0.34
0,9,256,0.36
0,9,512,0.44
0,9,1024,0.55
0,9,2048,0.76
0,9,4096,1.2
0,9,8192,2.05
0,9,16384,3.17
0,9,32768,4.98
0,9,65536,8.44
0,9,131072,15.08
0,9,262144,17.34
0,9,524288,32.54
0,9,1048576,69.4
0,10,1,0.2
0,10,2,0.19
0,10,4,0.19
0,10,8,0.19
0,10,16,0.19
0,10,32,0.24
0,10,64,0.23
0,10,128,0.33
0,10,256,0.36
0,10,512,0.44
0,10,1024,0.55
0,10,2048,0.76
0,10,4096,1.21
0,10,8192,2.06
0,10,16384,3.22
0,10,32768,5.08
0,10,65536,8.67
0,10,131072,15.5
0,10,262144,17.15
0,10,524288,32.17
0,10,1048576,67.04
0,11,1,0.19
0,11,2,0.19
0,11,4,0.19
0,11,8,0.19
0,11,16,0.19
0,11,32,0.23
0,11,64,0.22
0,11,128,0.32
0,11,256,0.36
0,11,512,0.43
0,11,1024,0.54
0,11,2048,0.75
0,11,4096,1.2
0,11,8192,2.03
0,11,16384,3.16
0,11,32768,5.05
0,11,65536,8.46
0,11,131072,15.08
0,11,262144,17.36
0,11,524288,32.33
0,11,1048576,67.56
0,12,1,0.51
0,12,2,0.48
0,12,4,0.45
0,12,8,0.44
0,12,16,0.42
0,12,32,0.57
0,12,64,0.57
0,12,128,0.96
0,12,256,1.1
0,12,512,1.28
0,12,1024,1.46
0,12,2048,1.99
0,12,4096,2.78
0,12,8192,4.36
0,12,16384,7.16
0,12,32768,12.23
0,12,65536,22.38
0,12,131072,42.94
0,12,262144,18.46
0,12,524288,33.68
0,12,1048576,69.28
0,13,1,0.44
0,13,2,0.44
0,13,4,0.42
0,13,8,0.41
0,13,16,0.41
0,13,32,0.57
0,13,64,0.56
0,13,128,0.96
0,13,256,1.06
0,13,512,1.24
0,13,1024,1.47
0,13,2048,2.0
0,13,4096,2.81
0,13,8192,4.37
0,13,16384,7.14
0,13,32768,12.19
0,13,65536,22.21
0,13,131072,42.35
0,13,262144,18.21
0,13,524288,33.72
0,13,1048576,70.42
0,14,1,0.47
0,14,2,0.45
0,14,4,0.43
0,14,8,0.42
0,14,16,0.41
0,14,32,0.56
0,14,64,0.56
0,14,128,1.01
0,14,256,1.08
0,14,512,1.26
0,14,1024,1.46
0,14,2048,1.99
0,14,4096,2.78
0,14,8192,4.36
0,14,16384,7.21
0,14,32768,12.16
0,14,65536,22.25
0,14,131072,42.24
0,14,262144,18.36
0,14,524288,33.7
0,14,1048576,69.13
0,15,1,0.44
0,15,2,0.43
0,15,4,0.42
0,15,8,0.41
0,15,16,0.41
0,15,32,0.56
0,15,64,0.55
0,15,128,0.96
0,15,256,1.08
0,15,512,1.25
0,15,1024,1.47
0,15,2048,2.0
0,15,4096,2.81
0,15,8192,4.36
0,15,16384,7.12
0,15,32768,12.16
0,15,65536,22.1
0,15,131072,41.22
0,15,262144,18.37
0,15,524288,33.74
0,15,1048576,69.65
0,16,1,0.46
0,16,2,0.44
0,16,4,0.43
0,16,8,0.42
0,16,16,0.41
0,16,32,0.56
0,16,64,0.55
0,16,128,0.97
0,16,256,1.09
0,16,512,1.23
0,16,1024,1.47
0,16,2048,1.99
0,16,4096,2.77
0,16,8192,4.35
0,16,16384,7.09
0,16,32768,12.13
0,16,65536,22.14
0,16,131072,42.0
0,16,262144,18.35
0,16,524288,33.52
0,16,1048576,69.46
0,17,1,0.46
0,17,2,0.44
0,17,4,0.43
0,17,8,0.41
0,17,16,0.4
0,17,32,0.56
0,17,64,0.55
0,17,128,0.96
0,17,256,1.06
0,17,512,1.27
0,17,1024,1.47
0,17,2048,2.0
0,17,4096,2.77
0,17,8192,4.35
0,17,16384,7.11
0,17,32768,12.14
0,17,65536,22.07
0,17,131072,42.19
0,17,262144,18.0
0,17,524288,33.24
0,17,1048576,71.14
0,18,1,0.42
0,18,2,0.42
0,18,4,0.41
0,18,8,0.41
0,18,16,0.4
0,18,32,0.56
0,18,64,0.55
0,18,128,0.97
0,18,256,1.05
0,18,512,1.26
0,18,1024,1.46
0,18,2048,2.0
0,18,4096,2.79
0,18,8192,4.32
0,18,16384,7.07
0,18,32768,12.01
0,18,65536,21.8
0,18,131072,41.32
0,18,262144,18.38
0,18,524288,33.75
0,18,1048576,70.78
0,19,1,0.41
0,19,2,0.41
0,19,4,0.41
0,19,8,0.41
0,19,16,0.41
0,19,32,0.56
0,19,64,0.56
0,19,128,0.98
0,19,256,1.04
0,19,512,1.26
0,19,1024,1.47
0,19,2048,2.01
0,19,4096,2.83
0,19,8192,4.39
0,19,16384,7.15
0,19,32768,12.23
0,19,65536,22.37
0,19,131072,42.58
0,19,262144,18.28
0,19,524288,34.01
0,19,1048576,70.17
0,20,1,0.48
0,20,2,0.47
0,20,4,0.44
0,20,8,0.43
0,20,16,0.42
0,20,32,0.56
0,20,64,0.55
0,20,128,0.99
0,20,256,1.06
0,20,512,1.26
0,20,1024,1.46
0,20,2048,2.01
0,20,4096,2.78
0,20,8192,4.37
0,20,16384,7.14
0,20,32768,12.2
0,20,65536,22.3
0,20,131072,42.43
0,20,262144,18.4
0,20,524288,33.9
0,20,1048576,70.72
0,21,1,0.43
0,21,2,0.41
0,21,4,0.41
0,21,8,0.41
0,21,16,0.4
0,21,32,0.56
0,21,64,0.52
0,21,128,0.88
0,21,256,0.96
0,21,512,1.17
0,21,1024,1.37
0,21,2048,1.68
0,21,4096,2.48
0,21,8192,3.75
0,21,16384,5.78
0,21,32768,9.81
0,21,65536,17.74
0,21,131072,33.78
0,21,262144,18.25
0,21,524288,33.82
0,21,1048576,70.51
0,22,1,0.45
0,22,2,0.43
0,22,4,0.43
0,22,8,0.42
0,22,16,0.41
0,22,32,0.58
0,22,64,0.53
0,22,128,0.87
0,22,256,0.97
0,22,512,1.16
0,22,1024,1.36
0,22,2048,1.67
0,22,4096,2.47
0,22,8192,3.75
0,22,16384,5.77
0,22,32768,9.79
0,22,65536,17.78
0,22,131072,33.91
0,22,262144,18.15
0,22,524288,33.29
0,22,1048576,69.89
0,23,1,0.48
0,23,2,0.47
0,23,4,0.45
0,23,8,0.43
0,23,16,0.42
0,23,32,0.57
0,23,64,0.55
0,23,128,1.01
0,23,256,1.05
0,23,512,1.25
0,23,1024,1.47
0,23,2048,1.99
0,23,4096,2.78
0,23,8192,4.34
0,23,16384,7.11
0,23,32768,12.16
0,23,65536,22.19
0,23,131072,41.74
0,23,262144,18.34
0,23,524288,33.4
0,23,1048576,69.68
1,1,1,4139.08
1,1,2,4145.23
1,1,4,4152.98
1,1,8,4156.18
1,1,16,4139.98
1,1,32,4148.58
1,1,64,4148.13
1,1,128,4130.23
1,1,256,4143.18
1,1,512,4138.98
1,1,1024,4140.83
1,1,2048,4153.58
1,1,4096,4162.43
1,1,8192,4153.88
1,1,16384,4155.98
1,1,32768,4157.98
1,1,65536,4122.48
1,1,131072,4181.48
1,1,262144,4169.98
1,1,524288,4057.47
1,1,1048576,4139.46
1,2,1,0.21
1,2,2,0.21
1,2,4,0.2
1,2,8,0.2
1,2,16,0.2
1,2,32,0.24
1,2,64,0.24
1,2,128,0.34
1,2,256,0.37
1,2,512,0.43
1,2,1024,0.54
1,2,2048,0.76
1,2,4096,1.2
1,2,8192,2.02
1,2,16384,3.13
1,2,32768,4.94
1,2,65536,8.33
1,2,131072,14.88
1,2,262144,17.11
1,2,524288,32.35
1,2,1048576,67.79
1,3,1,0.2
1,3,2,0.19
1,3,4,0.19
1,3,8,0.19
1,3,16,0.19
1,3,32,0.23
1,3,64,0.23
1,3,128,0.34
1,3,256,0.38
1,3,512,0.44
1,3,1024,0.55
1,3,2048,0.76
1,3,4096,1.21
1,3,8192,2.04
1,3,16384,3.15
1,3,32768,4.97
1,3,65536,8.42
1,3,131072,15.04
1,3,262144,17.49
1,3,524288,32.6
1,3,1048576,70.27
1,4,1,0.21
1,4,2,0.21
1,4,4,0.21
1,4,8,0.2
1,4,16,0.2
1,4,32,0.25
1,4,64,0.24
1,4,128,0.32
1,4,256,0.36
1,4,512,0.43
1,4,1024,0.54
1,4,2048,0.75
1,4,4096,1.2
1,4,8192,2.03
1,4,16384,3.15
1,4,32768,4.95
1,4,65536,8.35
1,4,131072,14.86
1,4,262144,17.08
1,4,524288,32.42
1,4,1048576,68.96
1,5,1,0.21
1,5,2,0.21
1,5,4,0.21
1,5,8,0.21
1,5,16,0.2
1,5,32,0.24
1,5,64,0.24
1,5,128,0.33
1,5,256,0.38
1,5,512,0.43
1,5,1024,0.54
1,5,2048,0.76
1,5,4096,1.2
1,5,8192,2.03
1,5,16384,3.15
1,5,32768,5.01
1,5,65536,8.54
1,5,131072,15.23
1,5,262144,17.03
1,5,524288,31.92
1,5,1048576,65.73
1,6,1,0.18
1,6,2,0.18
1,6,4,0.19
1,6,8,0.18
1,6,16,0.18
1,6,32,0.23
1,6,64,0.22
1,6,128,0.33
1,6,256,0.37
1,6,512,0.44
1,6,1024,0.54
1,6,2048,0.75
1,6,4096,1.2
1,6,8192,2.03
1,6,16384,3.16
1,6,32768,4.96
1,6,65536,8.36
1,6,131072,14.93
1,6,262144,17.13
1,6,524288,32.34
1,6,1048576,68.4
1,7,1,0.21
1,7,2,0.21
1,7,4,0.21
1,7,8,0.2
1,7,16,0.2
1,7,32,0.24
1,7,64,0.23
1,7,128,0.33
1,7,256,0.37
1,7,512,0.43
1,7,1024,0.54
1,7,2048,0.76
1,7,4096,1.21
1,7,8192,2.04
1,7,16384,3.17
1,7,32768,4.99
1,7,65536,8.45
1,7,131072,15.13
1,7,262144,17.47
1,7,524288,32.66
1,7,1048576,68.53
1,8,1,0.21
1,8,2,0.2
1,8,4,0.2
1,8,8,0.2
1,8,16,0.19
1,8,32,0.24
1,8,64,0.23
1,8,128,0.34
1,8,256,0.37
1,8,512,0.44
1,8,1024,0.55
1,8,2048,0.76
1,8,4096,1.21
1,8,8192,2.05
1,8,16384,3.19
1,8,32768,4.99
1,8,65536,8.46
1,8,131072,15.04
1,8,262144,17.42
1,8,524288,32.76
1,8,1048576,68.63
1,9,1,0.19
1,9,2,0.19
1,9,4,0.19
1,9,8,0.19
1,9,16,0.19
1,9,32,0.23
1,9,64,0.23
1,9,128,0.34
1,9,256,0.37
1,9,512,0.44
1,9,1024,0.54
1,9,2048,0.75
1,9,4096,1.2
1,9,8192,2.03
1,9,16384,3.15
1,9,32768,4.95
1,9,65536,8.36
1,9,131072,14.9
1,9,262144,17.18
1,9,524288,32.76
1,9,1048576,71.17
1,10,1,0.2
1,10,2,0.2
1,10,4,0.2
1,10,8,0.2
1,10,16,0.2
1,10,32,0.24
1,10,64,0.23
1,10,128,0.33
1,10,256,0.37
1,10,512,0.44
1,10,1024,0.54
1,10,2048,0.75
1,10,4096,1.19
1,10,8192,2.03
1,10,16384,3.18
1,10,32768,5.05
1,10,65536,8.58
1,10,131072,15.26
1,10,262144,17.0
1,10,524288,31.84
1,10,1048576,67.36
1,11,1,0.2
1,11,2,0.19
1,11,4,0.19
1,11,8,0.19
1,11,16,0.19
1,11,32,0.23
1,11,64,0.22
1,11,128,0.32
1,11,256,0.36
1,11,512,0.43
1,11,1024,0.54
1,11,2048,0.75
1,11,4096,1.2
1,11,8192,2.02
1,11,16384,3.14
1,11,32768,4.94
1,11,65536,8.34
1,11,131072,14.86
1,11,262144,17.24
1,11,524288,32.83
1,11,1048576,68.19
1,12,1,0.46
1,12,2,0.43
1,12,4,0.42
1,12,8,0.41
1,12,16,0.4
1,12,32,0.56
1,12,64,0.54
1,12,128,0.97
1,12,256,1.03
1,12,512,1.25
1,12,1024,1.46
1,12,2048,2.0
1,12,4096,2.81
1,12,8192,4.37
1,12,16384,7.15
1,12,32768,12.21
1,12,65536,22.25
1,12,131072,42.38
1,12,262144,18.22
1,12,524288,33.38
1,12,1048576,69.07
1,13,1,0.44
1,13,2,0.43
1,13,4,0.42
1,13,8,0.41
1,13,16,0.41
1,13,32,0.54
1,13,64,0.51
1,13,128,0.87
1,13,256,0.98
1,13,512,1.2
1,13,1024,1.36
1,13,2048,1.69
1,13,4096,2.48
1,13,8192,3.77
1,13,16384,5.81
1,13,32768,9.83
1,13,65536,17.72
1,13,131072,33.63
1,13,262144,18.04
1,13,524288,33.38
1,13,1048576,70.71
1,14,1,0.48
1,14,2,0.47
1,14,4,0.44
1,14,8,0.43
1,14,16,0.42
1,14,32,0.57
1,14,64,0.55
1,14,128,0.96
1,14,256,1.04
1,14,512,1.25
1,14,1024,1.46
1,14,2048,1.99
1,14,4096,2.8
1,14,8192,4.36
1,14,16384,7.11
1,14,32768,12.14
1,14,65536,22.19
1,14,131072,41.91
1,14,262144,18.13
1,14,524288,33.46
1,14,1048576,69.48
1,15,1,0.48
1,15,2,0.46
1,15,4,0.44
1,15,8,0.43
1,15,16,0.42
1,15,32,0.56
1,15,64,0.55
1,15,128,0.95
1,15,256,1.08
1,15,512,1.27
1,15,1024,1.47
1,15,2048,2.0
1,15,4096,2.83
1,15,8192,4.36
1,15,16384,7.13
1,15,32768,12.15
1,15,65536,22.04
1,15,131072,41.83
1,15,262144,18.22
1,15,524288,33.36
1,15,1048576,69.19
1,16,1,0.47
1,16,2,0.46
1,16,4,0.44
1,16,8,0.42
1,16,16,0.41
1,16,32,0.56
1,16,64,0.56
1,16,128,0.98
1,16,256,1.11
1,16,512,1.26
1,16,1024,1.47
1,16,2048,1.99
1,16,4096,2.81
1,16,8192,4.35
1,16,16384,7.12
1,16,32768,12.14
1,16,65536,22.14
1,16,131072,41.99
1,16,262144,18.08
1,16,524288,33.25
1,16,1048576,68.65
1,17,1,0.4
1,17,2,0.4
1,17,4,0.4
1,17,8,0.4
1,17,16,0.4
1,17,32,0.55
1,17,64,0.51
1,17,128,0.86
1,17,256,0.95
1,17,512,1.16
1,17,1024,1.36
1,17,2048,1.67
1,17,4096,2.46
1,17,8192,3.73
1,17,16384,5.77
1,17,32768,9.85
1,17,65536,17.7
1,17,131072,33.7
1,17,262144,18.06
1,17,524288,33.07
1,17,1048576,69.59
1,18,1,0.48
1,18,2,0.46
1,18,4,0.44
1,18,8,0.42
1,18,16,0.42
1,18,32,0.57
1,18,64,0.56
1,18,128,0.95
1,18,256,1.07
1,18,512,1.26
1,18,1024,1.46
1,18,2048,2.0
1,18,4096,2.8
1,18,8192,4.35
1,18,16384,7.16
1,18,32768,12.16
1,18,65536,22.21
1,18,131072,42.22
1,18,262144,18.25
1,18,524288,33.44
1,18,1048576,69.94
1,19,1,0.5
1,19,2,0.48
1,19,4,0.45
1,19,8,0.43
1,19,16,0.42
1,19,32,0.57
1,19,64,0.56
1,19,128,0.96
1,19,256,1.06
1,19,512,1.25
1,19,1024,1.46
1,19,2048,2.01
1,19,4096,2.85
1,19,8192,4.37
1,19,16384,7.13
1,19,32768,12.19
1,19,65536,21.99
1,19,131072,41.62
1,19,262144,18.42
1,19,524288,33.89
1,19,1048576,70.49
1,20,1,0.44
1,20,2,0.43
1,20,4,0.42
1,20,8,0.41
1,20,16,0.41
1,20,32,0.57
1,20,64,0.56
1,20,128,0.94
1,20,256,1.06
1,20,512,1.23
1,20,1024,1.46
1,20,2048,2.0
1,20,4096,2.82
1,20,8192,4.36
1,20,16384,7.14
1,20,32768,12.18
1,20,65536,22.2
1,20,131072,42.4
1,20,262144,18.17
1,20,524288,33.4
1,20,1048576,70.14
1,21,1,0.41
1,21,2,0.4
1,21,4,0.4
1,21,8,0.4
1,21,16,0.4
1,21,32,0.57
1,21,64,0.56
1,21,128,0.94
1,21,256,1.04
1,21,512,1.25
1,21,1024,1.46
1,21,2048,2.0
1,21,4096,2.83
1,21,8192,4.36
1,21,16384,7.13
1,21,32768,12.15
1,21,65536,22.18
1,21,131072,42.07
1,21,262144,18.11
1,21,524288,33.27
1,21,1048576,68.95
1,22,1,0.44
1,22,2,0.43
1,22,4,0.42
1,22,8,0.41
1,22,16,0.41
1,22,32,0.56
1,22,64,0.55
1,22,128,1.02
1,22,256,1.09
1,22,512,1.24
1,22,1024,1.47
1,22,2048,1.99
1,22,4096,2.8
1,22,8192,4.33
1,22,16384,7.07
1,22,32768,12.06
1,22,65536,21.87
1,22,131072,41.28
1,22,262144,18.0
1,22,524288,33.55
1,22,1048576,68.76
1,23,1,0.42
1,23,2,0.41
1,23,4,0.41
1,23,8,0.4
1,23,16,0.4
1,23,32,0.55
1,23,64,0.55
1,23,128,0.97
1,23,256,1.08
1,23,512,1.27
1,23,1024,1.46
1,23,2048,2.0
1,23,4096,2.81
1,23,8192,4.36
1,23,16384,7.1
1,23,32768,12.15
1,23,65536,22.13
1,23,131072,42.22
1,23,262144,18.09
1,23,524288,33.32
1,23,1048576,68.31
2,2,1,4039.48
2,2,2,4038.13
2,2,4,4032.28
2,2,8,4031.53
2,2,16,4044.98
2,2,32,4050.58
2,2,64,4040.63
2,2,128,4029.63
2,2,256,4039.23
2,2,512,4042.53
2,2,1024,4033.93
2,2,2048,4038.93
2,2,4096,4037.08
2,2,8192,4050.13
2,2,16384,4065.48
2,2,32768,4036.98
2,2,65536,4055.49
2,2,131072,4069.48
2,2,262144,4047.0
2,2,524288,3987.97
2,2,1048576,4054.96
2,4,1,0.19
2,4,2,0.19
2,4,4,0.19
2,4,8,0.19
2,4,16,0.19
2,4,32,0.23
2,4,64,0.23
2,4,128,0.32
2,4,256,0.35
2,4,512,0.43
2,4,1024,0.54
2,4,2048,0.75
2,4,4096,1.2
2,4,8192,2.03
2,4,16384,3.14
2,4,32768,4.94
2,4,65536,8.32
2,4,131072,14.83
2,4,262144,17.55
2,4,524288,31.17
2,4,1048576,63.52
2,6,1,0.19
2,6,2,0.19
2,6,4,0.19
2,6,8,0.19
2,6,16,0.19
2,6,32,0.24
2,6,64,0.23
2,6,128,0.33
2,6,256,0.37
2,6,512,0.44
2,6,1024,0.55
2,6,2048,0.76
2,6,4096,1.21
2,6,8192,2.04
2,6,16384,3.16
2,6,32768,5.0
2,6,65536,8.44
2,6,131072,15.07
2,6,262144,17.8
2,6,524288,31.73
2,6,1048576,64.21
2,8,1,0.19
2,8,2,0.19
2,8,4,0.19
2,8,8,0.19
2,8,16,0.19
2,8,32,0.24
2,8,64,0.23
2,8,128,0.34
2,8,256,0.39
2,8,512,0.45
2,8,1024,0.55
2,8,2048,0.75
2,8,4096,1.21
2,8,8192,2.03
2,8,16384,3.15
2,8,32768,4.96
2,8,65536,8.4
2,8,131072,14.96
2,8,262144,17.46
2,8,524288,31.03
2,8,1048576,63.92
2,10,1,0.19
2,10,2,0.19
2,10,4,0.19
2,10,8,0.19
2,10,16,0.19
2,10,32,0.24
2,10,64,0.23
2,10,128,0.34
2,10,256,0.38
2,10,512,0.44
2,10,1024,0.54
2,10,2048,0.75
2,10,4096,1.2
2,10,8192,2.04
2,10,16384,3.13
2,10,32768,4.92
2,10,65536,8.28
2,10,131072,14.81
2,10,262144,17.41
2,10,524288,30.66
2,10,1048576,63.12
2,12,1,0.43
2,12,2,0.4
2,12,4,0.4
2,12,8,0.4
2,12,16,0.4
2,12,32,0.59
2,12,64,0.53
2,12,128,0.97
2,12,256,0.99
2,12,512,1.17
2,12,1024,1.37
2,12,2048,1.67
2,12,4096,2.49
2,12,8192,3.75
2,12,16384,5.84
2,12,32768,9.9
2,12,65536,17.91
2,12,131072,34.09
2,12,262144,18.92
2,12,524288,34.38
2,12,1048576,68.49
2,14,1,0.4
2,14,2,0.4
2,14,4,0.4
2,14,8,0.4
2,14,16,0.4
2,14,32,0.61
2,14,64,0.55
2,14,128,0.94
2,14,256,1.05
2,14,512,1.2
2,14,1024,1.45
2,14,2048,1.98
2,14,4096,2.78
2,14,8192,4.34
2,14,16384,7.05
2,14,32768,12.04
2,14,65536,21.81
2,14,131072,40.81
2,14,262144,19.71
2,14,524288,34.24
2,14,1048576,67.72
2,16,1,0.4
2,16,2,0.39
2,16,4,0.4
2,16,8,0.39
2,16,16,0.4
2,16,32,0.6
2,16,64,0.52
2,16,128,0.92
2,16,256,0.99
2,16,512,1.18
2,16,1024,1.34
2,16,2048,1.67
2,16,4096,2.48
2,16,8192,3.74
2,16,16384,5.8
2,16,32768,9.83
2,16,65536,17.77
2,16,131072,33.72
2,16,262144,19.71
2,16,524288,34.08
2,16,1048576,67.14
2,18,1,0.4
2,18,2,0.4
2,18,4,0.4
2,18,8,0.4
2,18,16,0.41
2,18,32,0.56
2,18,64,0.56
2,18,128,1.01
2,18,256,1.1
2,18,512,1.27
2,18,1024,1.47
2,18,2048,1.99
2,18,4096,2.8
2,18,8192,4.37
2,18,16384,7.16
2,18,32768,12.19
2,18,65536,22.36
2,18,131072,42.29
2,18,262144,19.22
2,18,524288,33.61
2,18,1048576,67.39
2,20,1,0.41
2,20,2,0.41
2,20,4,0.41
2,20,8,0.41
2,20,16,0.41
2,20,32,0.62
2,20,64,0.55
2,20,128,0.96
2,20,256,1.02
2,20,512,1.19
2,20,1024,1.36
2,20,2048,1.68
2,20,4096,2.5
2,20,8192,3.76
2,20,16384,5.82
2,20,32768,9.9
2,20,65536,17.86
2,20,131072,33.88
2,20,262144,19.0
2,20,524288,33.64
2,20,1048576,67.92
2,22,1,0.41
2,22,2,0.41
2,22,4,0.41
2,22,8,0.41
2,22,16,0.41
2,22,32,0.6
2,22,64,0.54
2,22,128,0.91
2,22,256,1.01
2,22,512,1.21
2,22,1024,1.38
2,22,2048,1.68
2,22,4096,2.47
2,22,8192,3.74
2,22,16384,5.8
2,22,32768,9.81
2,22,65536,17.72
2,22,131072,33.9
2,22,262144,19.03
2,22,524288,33.83
2,22,1048576,68.42
4,4,1,4044.98
4,4,2,4039.18
4,4,4,4032.18
4,4,8,4030.58
4,4,16,4033.58
4,4,32,4035.18
